sample_ID_full,nanodrop_ngul,wc_country
tLIMS15350s79M001toM024MCctrl,NA,NA
tLIMS15350s7M005MS1,41.7,NA
tLIMS15350s80M001toM024MCQiactrl,NA,NA
tLIMS15350s81M005BS6,1.7,NA
tLIMS15350s82M001toM024PCRctrl,0.001,NA
tLIMS15350s83M026MS1,27.2,NA
tLIMS15350s84M026BS2,4.3,NA
tLIMS15350s85M026BS4,72.9,NA
tLIMS15350s86M026BS5,69.9,NA
tLIMS15350s87M026BS6,23.6,NA
tLIMS15350s88M028BS1,1.9,NA
tLIMS15350s89M028MS1,7.6,NA
tLIMS15350s8M005BS2,30.1,NA
tLIMS15350s90M028BS2,8.9,NA
tLIMS15350s91M028BS4,5,NA
tLIMS15350s92M028BS5,8.4,NA
tLIMS15350s93M028BS6,48.6,NA
tLIMS15350s94M029MS1,32.1,NA
tLIMS15350s95M029BS2,22.4,NA
tLIMS15350s96M029BS5,97.3,NA
tLIMS15350s97M029BS6,27.7,NA
tLIMS15350s98M033BS1,3.6,NA
tLIMS15350s99M033MS1,5.6,NA
tLIMS15350s9M005BS3,2,NA
tLIMS15914s100I243BS3,6.7,NA
tLIMS15914s101I243BS5,89.1,NA
tLIMS15914s102I244MS1,1132.1,NA
tLIMS15914s103I244BS1,30.4,NA
tLIMS15914s104I244BS2,20.8,NA
tLIMS15914s105I244BS3,16.9,NA
tLIMS15914s106I245BS1,68,NA
tLIMS15914s107I245MS1,446.2,NA
tLIMS15914s108I245BS2,59.7,NA
tLIMS15914s109I245BS5,39.9,NA
tLIMS15914s110I246BS1,276.9,NA
tLIMS15914s111I246MS1,552.7,NA
tLIMS15914s112I246BS2,43.1,NA
tLIMS15914s113I246BS3,46,NA
tLIMS15914s114I246BS5,9.5,NA
tLIMS15914s115I247MS1,1792.8,NA
tLIMS15914s116I247BS1,144.2,NA
tLIMS15914s117I247BS2,45.1,NA
tLIMS15914s118I247BS3,247.4,NA
tLIMS15914s119I247BS5,180.6,NA
tLIMS15914s120I248BS1,46.6,NA
tLIMS15914s121I248MS1,410.7,NA
tLIMS15914s122I248BS2,250.4,NA
tLIMS15914s123I248BS3,20.3,NA
tLIMS15914s124I248BS5,426.2,NA
tLIMS15914s125I249MS1,2497.8,NA
tLIMS15914s126I249BS1,223,NA
tLIMS15914s127I249BS2,12.7,NA
tLIMS15914s128I249BS5,5.4,NA
tLIMS15914s129I251MS1,75,NA
tLIMS15914s130I251BS1,47.3,NA
tLIMS15914s131I251BS2,221.6,NA
tLIMS15914s132I251BS3,17.8,NA
tLIMS15914s133I251BS5,320,NA
tLIMS15914s134I253MS1,545.8,NA
tLIMS15914s135I253BS1,44.1,NA
tLIMS15914s136I253BS2,275.1,NA
tLIMS15914s137I253BS3,54.4,NA
tLIMS15914s138I253BS5,38.8,NA
tLIMS15914s139I254MS1,795.6,NA
tLIMS15914s13I224BS1,75.7,NA
tLIMS15914s140I254BS1,149.3,NA
tLIMS15914s141I254BS2,39.8,NA
tLIMS15914s142I254BS5,206.5,NA
tLIMS15914s143I255BS1,564.3,NA
tLIMS15914s144I255MS1,508.3,NA
tLIMS15914s145I255BS3,380.3,NA
tLIMS15914s146I255BS5,644.6,NA
tLIMS15914s147I256MS1,169.2,NA
tLIMS15914s148I256BS1,224.5,NA
tLIMS15914s149I256BS3,48.9,NA
tLIMS15914s14I224MS1,281.3,NA
tLIMS15914s150I256BS5,182.1,NA
tLIMS15914s151I257MS1,289.6,NA
tLIMS15914s152I257BS1,63.8,NA
tLIMS15914s153I257BS3,18.8,NA
tLIMS15914s154I257BS5,51.5,NA
tLIMS15914s155I258BS1,19.3,NA
tLIMS15914s156I258MS1,89.3,NA
tLIMS15914s157I258BS3,62.2,NA
tLIMS15914s158I258BS5,95.8,NA
tLIMS15914s159I259BS1,139.9,NA
tLIMS15914s15I224BS2,65.9,NA
tLIMS15914s160I259MS1,403.4,NA
tLIMS15914s161I259BS2,11.8,NA
tLIMS15914s162I259BS5,292.1,NA
tLIMS15914s163I260MS1,54.4,NA
tLIMS15914s164I260BS1,104.3,NA
tLIMS15914s165I260BS2,126.2,NA
tLIMS15914s166I260BS2,39.4,NA
tLIMS15914s167I260BS3,185.9,NA
tLIMS15914s168I260BS5,436.1,NA
tLIMS15914s16I224BS3,115.5,NA
tLIMS15914s173I262MS1,1396.5,NA
tLIMS15914s174I262BS1,47.9,NA
tLIMS15914s175I262BS2,315.1,NA
tLIMS15914s176I262BS3,30.5,NA
tLIMS15914s179I242toI263WCSctrl,0.001,India
tLIMS15914s17I224BS5,85.9,NA
tLIMS15914s180I242toI263MSctrl,NA,NA
tLIMS15914s181I242toI263BSctrl,NA,NA
tLIMS15914s182I242toI263MCctrl,NA,NA
tLIMS15914s183I242toI263MCQiactrl,NA,NA
tLIMS15914s184I242toI263PCRctrl,0.001,NA
tLIMS15914s189I265MS1,294,NA
tLIMS15914s18I225MS1,621.4,NA
tLIMS15914s190I265BS1,6.5,NA
tLIMS15914s191I265BS2,51.8,NA
tLIMS15914s192I265BS3,32.1,NA
tLIMS15914s193I265BS5,209.1,NA
tLIMS15914s194I266MS1,800.4,NA
tLIMS15914s195I266BS1,84.6,NA
tLIMS15914s196I266BS2,19.3,NA
tLIMS15914s197I266BS5,144.7,NA
tLIMS15914s198I267MS1,108.5,NA
tLIMS15914s199I267BS1,286.1,NA
tLIMS15914s19I225BS1,16,NA
tLIMS15914s1I202BS5,139,NA
tLIMS15914s200I267BS2,56.8,NA
tLIMS15914s201I267BS3,154,NA
tLIMS15914s202I267BS5,48.2,NA
tLIMS15914s203I268MS1,970.9,NA
tLIMS15914s204I268BS1,405.4,NA
tLIMS15914s205I268BS2,72.5,NA
tLIMS15914s206I268BS3,116.1,NA
tLIMS15914s207I268BS5,182.4,NA
tLIMS15914s208I269MS1,317.1,NA
tLIMS15914s209I269BS1,269.1,NA
tLIMS15914s20I225BS2,32.3,NA
tLIMS15914s210I269BS2,144.8,NA
tLIMS15914s211I269BS3,52.8,NA
tLIMS15914s212I269BS5,195.2,NA
tLIMS15914s213I270BS1,143.9,NA
tLIMS15914s214I270MS1,263.2,NA
tLIMS15914s215I270BS2,48.9,NA
tLIMS15914s216I270BS5,292.3,NA
tLIMS15914s217I271BS1,9.9,NA
tLIMS15914s218I271MS1,943.3,NA
tLIMS15914s219I271BS3,65.7,NA
tLIMS15914s21I225BS3,31,NA
tLIMS15914s220I271BS5,35.1,NA
tLIMS15914s224I274MS1,66,NA
tLIMS15914s225I274BS1,479.9,NA
tLIMS15914s226I274BS2,15.4,NA
tLIMS15914s227I274BS5,35.9,NA
tLIMS15914s228I276MS1,233,NA
tLIMS15914s229I276BS1,99.6,NA
tLIMS15914s22I226BS1,474,NA
tLIMS15914s230I276BS2,40.5,NA
tLIMS15914s231I276BS5,111.7,NA
tLIMS15914s232I277MS1,241.7,NA
tLIMS15914s233I277BS1,70.1,NA
tLIMS15914s234I277BS3,49.1,NA
tLIMS15914s235I277BS5,58.7,NA
tLIMS15914s236I278MS1,328.4,NA
tLIMS15914s237I278BS1,4.3,NA
tLIMS15914s238I278BS2,5.6,NA
tLIMS15914s239I278BS3,33.4,NA
tLIMS15914s23I226MS1,434.1,NA
tLIMS15914s240I278BS5,79.7,NA
tLIMS15914s241I279MS1,589.7,NA
tLIMS15914s242I279BS1,269,NA
tLIMS15914s243I279BS2,41.2,NA
tLIMS15914s244I279BS3,29.2,NA
tLIMS15914s245I279BS5,104.3,NA
tLIMS15914s246I280BS1,85,NA
tLIMS15914s247I280BS1,35.6,NA
tLIMS15914s248I280MS1,170.3,NA
tLIMS15914s249I280BS2,182.9,NA
tLIMS15914s24I226BS2,44.6,NA
tLIMS15914s250I280BS3,148,NA
tLIMS15914s251I282BS2,20,NA
tLIMS15914s252I282BS3,34.1,NA
tLIMS15914s253I282BS5,45.5,NA
tLIMS15914s254I283MS1,250.8,NA
tLIMS15914s255I283BS1,118.7,NA
tLIMS15914s256I283BS2,39.2,NA
tLIMS15914s257I283BS5,27.6,NA
tLIMS15914s258I284MS1,374.2,NA
tLIMS15914s259I284BS1,147.2,NA
tLIMS15914s25I226BS3,40.1,NA
tLIMS15914s260I284BS2,7.9,NA
tLIMS15914s261I284BS3,20.5,NA
tLIMS15914s262I285MS1,243.4,NA
tLIMS15914s263I285BS1,43.4,NA
tLIMS15914s264I285BS3,16.8,NA
tLIMS15914s265I285BS5,30.4,NA
tLIMS15914s266I286BS1,50.5,NA
tLIMS15914s267I286BS2,31.8,NA
tLIMS15914s268I286BS3,114.2,NA
tLIMS15914s269I286BS5,96.1,NA
tLIMS15914s26I227MS1,451.4,NA
tLIMS15914s270I264toI286WCSctrl,0.001,India
tLIMS15914s271I264toI286MSctrl,NA,NA
tLIMS15914s272I264toI286BSctrl,NA,NA
tLIMS15914s273I264toI286MCctrl,NA,NA
tLIMS15914s274I264toI286MCQiactrl,NA,NA
tLIMS15914s275I264toI286PCRctrl,0.001,NA
tLIMS15914s276I287MS1,1534.6,NA
tLIMS15914s277I287BS1,177.6,NA
tLIMS15914s278I287BS2,78.8,NA
tLIMS15914s279I287BS3,112.7,NA
tLIMS15914s27I227BS1,388.2,NA
tLIMS15914s280I287BS5,41.7,NA
tLIMS15914s281I289MS1,1096.8,NA
tLIMS15914s282I289BS1,85.5,NA
tLIMS15914s283I289BS2,347.3,NA
tLIMS15914s284I289BS3,309.1,NA
tLIMS15914s285I289BS5,25.1,NA
tLIMS15914s286I291BS1,695.6,NA
tLIMS15914s287I291BS2,12.9,NA
tLIMS15914s288I291BS3,6.7,NA
tLIMS15914s289I291MS1,840.1,NA
tLIMS15914s28I227BS3,425.2,NA
tLIMS15914s290I291BS5,75.1,NA
tLIMS15914s291I292MS1,161.8,NA
tLIMS15914s292I292BS1,112.3,NA
tLIMS15914s293I292BS2,15,NA
tLIMS15914s294I292BS5,13.2,NA
tLIMS15914s295I293MS1,169.1,NA
tLIMS15914s296I293BS1,24.6,NA
tLIMS15914s297I293BS2,29.1,NA
tLIMS15914s298I293BS3,64.9,NA
tLIMS15914s299I293BS5,117.4,NA
tLIMS15914s29I227BS2,23.8,NA
tLIMS15914s2I212BS5,10.1,NA
tLIMS15914s300I294BS1,285.9,NA
tLIMS15914s301I294MS1,216.7,NA
tLIMS15914s302I294BS2,92.8,NA
tLIMS15914s303I294BS3,71.8,NA
tLIMS15914s304I294BS5,81.8,NA
tLIMS15914s305I295BS1,197.3,NA
tLIMS15914s306I295MS1,1456.1,NA
tLIMS15914s307I295BS3,56.5,NA
tLIMS15914s308I295BS5,130.7,NA
tLIMS15914s309I296BS1,218.6,NA
tLIMS15914s30I228MS1,50.7,NA
tLIMS15914s310I296MS1,730.9,NA
tLIMS15914s311I296BS3,659.6,NA
tLIMS15914s312I296BS5,367.9,NA
tLIMS15914s313I297BS1,81.8,NA
tLIMS15914s314I297MS1,1219.3,NA
tLIMS15914s315I297BS5,49.9,NA
tLIMS15914s316I298MS1,448.5,NA
tLIMS15914s317I298BS1,57.5,NA
tLIMS15914s318I298BS2,20.5,NA
tLIMS15914s319I298BS3,33.8,NA
tLIMS15914s31I228BS1,30.5,NA
tLIMS15914s320I298BS5,234.3,NA
tLIMS15914s321I299BS1,18.4,NA
tLIMS15914s322I299MS1,153.9,NA
tLIMS15914s323I299BS3,20.1,NA
tLIMS15914s324I299BS5,25,NA
tLIMS15914s325I300MS1,70.6,NA
tLIMS15914s326I300BS1,69,NA
tLIMS15914s327I300BS2,5.9,NA
tLIMS15914s328I300BS3,3.8,NA
tLIMS15914s329I300BS5,33.2,NA
tLIMS15914s32I228BS3,262.8,NA
tLIMS15914s330I301BS1,59.5,NA
tLIMS15914s331I301BS2,46.5,NA
tLIMS15914s332I301BS3,93,NA
tLIMS15914s333I301BS5,216,NA
tLIMS15914s334I302BS2,143.6,NA
tLIMS15914s335I302BS3,244.6,NA
tLIMS15914s336I302BS5,79.5,NA
tLIMS15914s337I303BS2,347.4,NA
tLIMS15914s338I303BS3,722.9,NA
tLIMS15914s339I303BS5,191.1,NA
tLIMS15914s33I228BS2,92,NA
tLIMS15914s340I304MS1,328.4,NA
tLIMS15914s341I304BS1,145.9,NA
tLIMS15914s342I304BS2,215.4,NA
tLIMS15914s343I304BS3,941.1,NA
tLIMS15914s344I304BS5,137.7,NA
tLIMS15914s345I305MS1,68.8,NA
tLIMS15914s346I305BS1,3.8,NA
tLIMS15914s347I305BS2,40.7,NA
tLIMS15914s348I305BS3,257.8,NA
tLIMS15914s349I305BS5,262.5,NA
tLIMS15914s34I228BS5,63.8,NA
tLIMS15914s350I306MS1,673.8,NA
tLIMS15914s351I306BS1,54.6,NA
tLIMS15914s352I306BS3,84.9,NA
tLIMS15914s353I306BS5,87.5,NA
tLIMS15914s357I308MS1,1135.1,NA
tLIMS15914s358I308BS1,14.9,NA
tLIMS15914s359I308BS2,16.1,NA
tLIMS15914s35I229MS1,996.7,NA
tLIMS15914s360I308BS3,12.2,NA
tLIMS15914s361I308BS5,20.2,NA
tLIMS15914s362I287toI308WCSctrl,0.001,India
tLIMS15914s363I287toI308MSctrl,NA,NA
tLIMS15914s364I287toI308BSctrl,NA,NA
tLIMS15914s365I287toI308MCctrl,NA,NA
tLIMS15914s366I287toI308MCQiactrl,NA,NA
tLIMS15914s367I287toI308PCRctrl,0.001,NA
tLIMS15914s36I229BS1,97.4,NA
tLIMS15914s37I229BS2,188.6,NA
tLIMS15914s38I229BS3,92.3,NA
tLIMS15914s39I229BS5,63.5,NA
tLIMS15914s3I215BS5,35.1,NA
tLIMS15914s40I230MS1,854.6,NA
tLIMS15914s41I230BS1,77,NA
tLIMS15914s42I230BS2,41.4,NA
tLIMS15914s43I230BS3,34.5,NA
tLIMS15914s44I230BS5,49.8,NA
tLIMS15914s45I231MS1,143.7,NA
tLIMS15914s46I231BS1,130,NA
tLIMS15914s47I231BS2,43.3,NA
tLIMS15914s48I232MS1,1325.4,NA
tLIMS15914s49I232BS1,271.3,NA
tLIMS15914s4I219BS5,52.2,NA
tLIMS15914s50I232BS2,56.8,NA
tLIMS15914s51I232BS3,140.3,NA
tLIMS15914s52I232BS5,24.7,NA
tLIMS15914s53I234MS1,1284.7,NA
tLIMS15914s54I234BS1,14,NA
tLIMS15914s55I234BS2,97.3,NA
tLIMS15914s56I234BS3,422.7,NA
tLIMS15914s57I234BS5,4.7,NA
tLIMS15914s58I236BS1,46.5,NA
tLIMS15914s59I236MS1,626.5,NA
tLIMS15914s5I221BS5,349.3,NA
tLIMS15914s60I236BS2,47.8,NA
tLIMS15914s61I236BS3,115.2,NA
tLIMS15914s62I237MS1,206.4,NA
tLIMS15914s63I237BS1,135.5,NA
tLIMS15914s64I237BS2,180.1,NA
tLIMS15914s65I237BS3,78.5,NA
tLIMS15914s66I238MS1,2759.2,NA
tLIMS15914s67I238BS1,67.2,NA
tLIMS15914s68I238BS2,54.2,NA
tLIMS15914s69I238BS3,17.3,NA
tLIMS15914s6I222MS1,1063.4,NA
tLIMS15914s70I238BS5,279.5,NA
tLIMS15914s71I239MS1,2108.8,NA
tLIMS15914s72I239BS1,52,NA
tLIMS15914s73I239BS2,36.5,NA
tLIMS15914s74I239BS5,23.9,NA
tLIMS15914s75I240MS1,415.6,NA
tLIMS15914s76I240BS1,216.6,NA
tLIMS15914s77I240BS2,30.6,NA
tLIMS15914s78I240BS3,11.9,NA
tLIMS15914s79I240BS5,21.4,NA
tLIMS15914s7I222BS1,209,NA
tLIMS15914s80I241MS1,131.1,NA
tLIMS15914s81I241BS1,128.5,NA
tLIMS15914s82I241BS2,71.8,NA
tLIMS15914s83I241BS3,63.1,NA
tLIMS15914s84I241BS5,76.8,NA
tLIMS15914s85I222toI241WCSctrl,0.001,India
tLIMS15914s86I222toI241MSctrl,NA,NA
tLIMS15914s87I222toI241BSctrl,NA,NA
tLIMS15914s88I222toI241MCctrl,NA,NA
tLIMS15914s89I222toI241MCQiactrl,NA,NA
tLIMS15914s8I222BS2,45.1,NA
tLIMS15914s90I222toI241PCRctrl,0.001,NA
tLIMS15914s91carryover,NA,NA
tLIMS15914s92I242MS1,760.5,NA
tLIMS15914s93I242BS1,326.5,NA
tLIMS15914s94I242BS1,271.8,NA
tLIMS15914s95I242BS2,185,NA
tLIMS15914s96I242BS3,189.9,NA
tLIMS15914s97I242BS5,264.9,NA
tLIMS15914s98I243MS1,660.2,NA
tLIMS15914s99I243BS2,5,NA
tLIMS15914s9I222BS3,506.5,NA
tLIMS15990s100I334MS1,107.3,NA
tLIMS15990s101I334BS2,407.8,NA
tLIMS15990s102I334BS3,426.3,NA
tLIMS15990s103I334BS5,125.3,NA
tLIMS15990s104I335BS1,25.1,NA
tLIMS15990s105I335MS1,803.4,NA
tLIMS15990s106I335BS2,115.6,NA
tLIMS15990s107I335BS3,70.6,NA
tLIMS15990s108I335BS5,80,NA
tLIMS15990s109I336MS1,95.2,NA
tLIMS15990s10I311BS2,63.6,NA
tLIMS15990s110I336BS1,1904.1,NA
tLIMS15990s111I336BS2,235.8,NA
tLIMS15990s112I336BS3,46.2,NA
tLIMS15990s113I336BS5,17,NA
tLIMS15990s114I337BS2,64,NA
tLIMS15990s115I337BS3,133.3,NA
tLIMS15990s116I337BS5,30.8,NA
tLIMS15990s11I311BS3,264.9,NA
tLIMS15990s121I339MS1,16.7,NA
tLIMS15990s122I339BS2,13.4,NA
tLIMS15990s123I339BS3,157.3,NA
tLIMS15990s124I339BS5,118.1,NA
tLIMS15990s125I340BS1,178.3,NA
tLIMS15990s126I340MS1,367.8,NA
tLIMS15990s127I340BS2,12.6,NA
tLIMS15990s128I340BS3,50.9,NA
tLIMS15990s129I340BS5,14.9,NA
tLIMS15990s12I311BS5,122.1,NA
tLIMS15990s130I341MS1,294.4,NA
tLIMS15990s131I341BS2,103.4,NA
tLIMS15990s132I341BS3,60.4,NA
tLIMS15990s133I341BS5,54,NA
tLIMS15990s134I341BS1,647.9,NA
tLIMS15990s135I342BS2,23.9,NA
tLIMS15990s136I342BS3,45.5,NA
tLIMS15990s137I342BS5,95.4,NA
tLIMS15990s138I344MS1,364.9,NA
tLIMS15990s139I344BS1,34.6,NA
tLIMS15990s13I312MS1,1675.6,NA
tLIMS15990s140I344BS2,18.7,NA
tLIMS15990s141I344BS3,352.3,NA
tLIMS15990s142I344BS5,21.7,NA
tLIMS15990s143I345BS1,205.3,NA
tLIMS15990s144I345MS1,480.6,NA
tLIMS15990s145I345BS2,170,NA
tLIMS15990s146I345BS3,494.3,NA
tLIMS15990s147I345BS5,84.3,NA
tLIMS15990s148I346MS1,92.7,NA
tLIMS15990s149I346BS1,287.8,NA
tLIMS15990s14I312BS1,56.2,NA
tLIMS15990s150I346BS2,26.6,NA
tLIMS15990s151I346BS3,81.3,NA
tLIMS15990s152I346BS5,123.1,NA
tLIMS15990s153I347BS1,46.7,NA
tLIMS15990s154I347MS1,245.1,NA
tLIMS15990s155I347BS2,159.4,NA
tLIMS15990s156I347BS3,51.2,NA
tLIMS15990s157I347BS5,128,NA
tLIMS15990s158I348BS1,159.8,NA
tLIMS15990s159I348MS1,899.5,NA
tLIMS15990s15I312BS2,8.4,NA
tLIMS15990s160I348BS2,340.5,NA
tLIMS15990s161I348BS3,744.7,NA
tLIMS15990s162I348BS5,115,NA
tLIMS15990s163I349MS1,350.1,NA
tLIMS15990s164I349BS1,465.5,NA
tLIMS15990s165I349BS2,196,NA
tLIMS15990s166I349BS3,157,NA
tLIMS15990s167I349BS5,608.8,NA
tLIMS15990s168I350MS1,531,NA
tLIMS15990s169I350BS1,373,NA
tLIMS15990s16I312BS5,43.4,NA
tLIMS15990s170I350BS2,91.6,NA
tLIMS15990s171I350BS3,213.8,NA
tLIMS15990s172I350BS5,NA,NA
tLIMS15990s173I351BS3,10.5,NA
tLIMS15990s174I351BS5,6.6,NA
tLIMS15990s175I352MS1,113.4,NA
tLIMS15990s176I352BS1,268.3,NA
tLIMS15990s177I352BS2,234.4,NA
tLIMS15990s178I352BS3,451.9,NA
tLIMS15990s179I352BS5,501.9,NA
tLIMS15990s17I313MS1,79.2,NA
tLIMS15990s180I333toI353WCSctrl,0.001,India
tLIMS15990s181I333toI353MSctrl,NA,NA
tLIMS15990s182I333toI353BSctrl,NA,NA
tLIMS15990s183I333toI353MCctrl,NA,NA
tLIMS15990s184I333toI353MCQiactrl,NA,NA
tLIMS15990s185I333toI353PCRctrl,0.001,NA
tLIMS15990s18I313BS1,74.7,NA
tLIMS15990s195I355MS1,451.6,NA
tLIMS15990s196I355BS1,41.3,NA
tLIMS15990s197I355BS2,75.6,NA
tLIMS15990s198I355BS3,76,NA
tLIMS15990s199I355BS5,59.9,NA
tLIMS15990s19I313BS2,64.1,NA
tLIMS15990s1I309MS1,1034.3,NA
tLIMS15990s200I356BS1,84.5,NA
tLIMS15990s201I356MS1,261.8,NA
tLIMS15990s202I356BS2,25.3,NA
tLIMS15990s203I356BS3,102.9,NA
tLIMS15990s204I356BS5,334.4,NA
tLIMS15990s205I358MS1,2166.7,NA
tLIMS15990s206I358BS1,259.6,NA
tLIMS15990s207I358BS2,13.6,NA
tLIMS15990s208I358BS3,6.9,NA
tLIMS15990s209I358BS5,120.3,NA
tLIMS15990s20I313BS3,27.4,NA
tLIMS15990s210I359BS1,73.4,NA
tLIMS15990s211I359MS1,1052,NA
tLIMS15990s212I359BS1,22.9,NA
tLIMS15990s213I359BS2,26.3,NA
tLIMS15990s214I359BS3,66.8,NA
tLIMS15990s215I359BS5,41.6,NA
tLIMS15990s216I360MS1,1079.3,NA
tLIMS15990s217I360BS1,22,NA
tLIMS15990s218I360BS2,403.4,NA
tLIMS15990s219I360BS3,131,NA
tLIMS15990s21I313BS5,20.3,NA
tLIMS15990s220I360BS5,211.1,NA
tLIMS15990s221I361BS1,252.3,NA
tLIMS15990s222I361MS1,731.4,NA
tLIMS15990s223I361BS2,116.8,NA
tLIMS15990s224I361BS3,27.2,NA
tLIMS15990s225I361BS5,45.8,NA
tLIMS15990s226I362BS1,35.7,NA
tLIMS15990s227I362MS1,172,NA
tLIMS15990s228I362BS2,310.1,NA
tLIMS15990s229I362BS3,9.9,NA
tLIMS15990s22I314BS2,28.7,NA
tLIMS15990s230I362BS5,8,NA
tLIMS15990s231I363MS1,1477.2,NA
tLIMS15990s232I363BS1,164.2,NA
tLIMS15990s233I363BS2,57.4,NA
tLIMS15990s234I363BS3,23,NA
tLIMS15990s235I363BS5,133.7,NA
tLIMS15990s236I364MS1,1156.2,NA
tLIMS15990s237I364BS2,97,NA
tLIMS15990s238I364BS3,53.9,NA
tLIMS15990s239I364BS5,918.8,NA
tLIMS15990s23I314BS3,28.6,NA
tLIMS15990s240I364BS1,25.2,NA
tLIMS15990s241I366BS1,325.6,NA
tLIMS15990s242I366MS1,135.6,NA
tLIMS15990s243I366BS2,37.2,NA
tLIMS15990s244I366BS3,62.1,NA
tLIMS15990s245I366BS5,32.3,NA
tLIMS15990s246I367BS1,43.2,NA
tLIMS15990s247I367MS1,363.9,NA
tLIMS15990s248I367BS2,45.4,NA
tLIMS15990s249I367BS3,50.3,NA
tLIMS15990s24I314BS5,33.7,NA
tLIMS15990s250I367BS5,88.6,NA
tLIMS15990s251I369BS1,218.8,NA
tLIMS15990s252I369MS1,151.3,NA
tLIMS15990s253I369BS2,55.1,NA
tLIMS15990s254I369BS5,101.2,NA
tLIMS15990s255I369BS3,318.7,NA
tLIMS15990s256I370MS1,305.2,NA
tLIMS15990s257I370BS1,196.1,NA
tLIMS15990s258I370BS2,74.1,NA
tLIMS15990s259I370BS3,111.5,NA
tLIMS15990s25I316MS1,62.4,NA
tLIMS15990s260I370BS5,169.4,NA
tLIMS15990s261I371MS1,45,NA
tLIMS15990s262I371BS1,274.4,NA
tLIMS15990s263I371BS2,176.3,NA
tLIMS15990s264I371BS3,13.4,NA
tLIMS15990s265I371BS5,22.7,NA
tLIMS15990s266I372MS1,421.1,NA
tLIMS15990s267I372BS1,98.2,NA
tLIMS15990s268I372BS2,33.5,NA
tLIMS15990s269I372BS3,167.7,NA
tLIMS15990s26I316BS2,65.9,NA
tLIMS15990s270I372BS5,117.5,NA
tLIMS15990s271I353toI372WCSctrl,0.001,India
tLIMS15990s272I353toI372MSctrl,NA,NA
tLIMS15990s273I353toI372BSctrl,NA,NA
tLIMS15990s274I353toI372MCctrl,NA,NA
tLIMS15990s275I353toI372MCQiactrl,NA,NA
tLIMS15990s276I353toI372PCRctrl,0.001,NA
tLIMS15990s277I373MS1,183.3,NA
tLIMS15990s278I373BS1,49.3,NA
tLIMS15990s279I373BS2,13.6,NA
tLIMS15990s27I316BS3,103.5,NA
tLIMS15990s280I373BS3,47,NA
tLIMS15990s281I373BS5,47.5,NA
tLIMS15990s282I375BS1,38.6,NA
tLIMS15990s283I375MS1,360.2,NA
tLIMS15990s284I375BS2,13.9,NA
tLIMS15990s285I375BS3,40.6,NA
tLIMS15990s286I375BS5,34.2,NA
tLIMS15990s287I376MS1,2501.2,NA
tLIMS15990s288I376BS1,8.5,NA
tLIMS15990s289I376BS2,28.8,NA
tLIMS15990s28I316BS5,354,NA
tLIMS15990s290I376BS3,88.4,NA
tLIMS15990s291I376BS5,27.1,NA
tLIMS15990s292I379BS1,192.2,NA
tLIMS15990s293I379MS1,1781.1,NA
tLIMS15990s294I379BS2,110.1,NA
tLIMS15990s295I379BS3,21,NA
tLIMS15990s296I379BS5,157.8,NA
tLIMS15990s297I380MS1,8.9,NA
tLIMS15990s298I380BS1,193.7,NA
tLIMS15990s299I380BS2,317.8,NA
tLIMS15990s29I317BS2,144.4,NA
tLIMS15990s2I309BS1,189.1,NA
tLIMS15990s300I380BS3,91.3,NA
tLIMS15990s301I380BS5,131.2,NA
tLIMS15990s302I381MS1,239.4,NA
tLIMS15990s303I381BS1,171.6,NA
tLIMS15990s304I381BS2,332.3,NA
tLIMS15990s305I381BS3,133.9,NA
tLIMS15990s306I381BS5,30.9,NA
tLIMS15990s307I384MS1,1176.8,NA
tLIMS15990s308I384BS1,69.6,NA
tLIMS15990s309I384BS2,278,NA
tLIMS15990s30I317BS3,177.7,NA
tLIMS15990s310I384BS3,19.9,NA
tLIMS15990s311I384BS3,33.9,NA
tLIMS15990s312I384BS5,46.1,NA
tLIMS15990s313I384BS5,374,NA
tLIMS15990s314I385BS1,49.8,NA
tLIMS15990s315I385BS1,71.7,NA
tLIMS15990s316I385MS1,75.5,NA
tLIMS15990s317I385BS2,25.4,NA
tLIMS15990s318I385BS3,67.8,NA
tLIMS15990s319I385BS5,116.7,NA
tLIMS15990s31I317BS5,96.1,NA
tLIMS15990s320I386MS1,1188,NA
tLIMS15990s321I386BS1,482.7,NA
tLIMS15990s322I386BS2,11.9,NA
tLIMS15990s323I386BS3,345.1,NA
tLIMS15990s324I386BS5,92.9,NA
tLIMS15990s325I387MS1,184,NA
tLIMS15990s326I387BS1,54.3,NA
tLIMS15990s327I387BS2,32.5,NA
tLIMS15990s328I387BS3,1162.1,NA
tLIMS15990s329I387BS5,214.6,NA
tLIMS15990s32I318BS1,7.5,NA
tLIMS15990s330I388MS1,1359.6,NA
tLIMS15990s331I388BS1,6.9,NA
tLIMS15990s332I388BS2,4.8,NA
tLIMS15990s333I388BS3,22.3,NA
tLIMS15990s334I388BS5,346,NA
tLIMS15990s335I389MS1,602.8,NA
tLIMS15990s336I389BS1,151.1,NA
tLIMS15990s337I389BS2,158.1,NA
tLIMS15990s338I389BS3,68.9,NA
tLIMS15990s339I389BS5,66,NA
tLIMS15990s33I318MS1,33.6,NA
tLIMS15990s340I392MS1,339.9,NA
tLIMS15990s341I392BS1,220.3,NA
tLIMS15990s342I392BS2,185.3,NA
tLIMS15990s343I392BS3,102.9,NA
tLIMS15990s344I392BS5,35.2,NA
tLIMS15990s345I393MS1,74.5,NA
