"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"t2145","Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma","Spiroplasma taiwanense"
"t27973","Eukaryota","Microsporidia","","","Unikaryonidae","Encephalitozoon","Encephalitozoon hellem"
"t2315","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanoplanus","Methanoplanus limicola"
"t2592655","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","Acetobacter sp. KACC 21233"
"t134537","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia fungorum"
"t2026885","Bacteria","Candidatus Bipolaricaulota","","","","Candidatus Bipolaricaulis","Candidatus Bipolaricaulis anaerobius"
"t349221","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Micavibrio","Micavibrio aeruginosavorus"
"t2804761","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. 15A4"
"t337243","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","Halorubrum ezzemoulense"
"t28229","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","Colwellia psychrerythraea"
"t29447","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas albilineans"
"t420953","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia megapolitana"
"t1861","Bacteria","Actinobacteria","Actinomycetia","Geodermatophilales","Geodermatophilaceae","Geodermatophilus","Geodermatophilus obscurus"
"t316279","Bacteria","Cyanobacteria","","Synechococcales","Synechococcaceae","Synechococcus","Synechococcus sp. CC9902"
"t412963","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Mycetohabitans","Mycetohabitans rhizoxinica"
"t71667","Bacteria","Chlamydiae","Chlamydiia","Parachlamydiales","Waddliaceae","Waddlia","Waddlia chondrophila"
"t2575255","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Phifelvirus","Phifelvirus Lactococcus phage CHPC971"
"t666685","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","Rhodanobacter denitrificans"
"t114529","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloferax","Haloferax alexandrinus"
"t994692","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Candidatus Kinetoplastibacterium","Candidatus Kinetoplastibacterium desouzaii"
"t90245","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Oligella","Oligella urethralis"
"t1325102","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium sp. CCBAU 51765"
"t1918726","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Jilinvirus","Jilinvirus Escherichia virus CVM10"
"t475088","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanosphaerula","Methanosphaerula palustris"
"t216937","Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma","Spiroplasma floricola"
"t114186","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Carsonella","Candidatus Carsonella ruddii"
"t229155","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borrelia","Borrelia turcica"
"t2033032","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas sp. CA23"
"t2291597","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Gallaecimonas","Gallaecimonas mangrovi"
"t2100422","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina","Idiomarina sp. OT37-5b"
"t2713276","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Podoviridae",""," Salmonella phage astrithr"
"t2287","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Saccharolobus","Saccharolobus solfataricus"
"t1006005","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Metallosphaera","Metallosphaera cuprina"
"t754514","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma sp. Mirounga ES2805-ORL"
"t2421","Bacteria","Thermotogae","Thermotogae","Thermotogales","Fervidobacteriaceae","Thermosipho","Thermosipho africanus"
"t2742134","Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. NA03103"
"t1849031","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Exiguobacterium","Exiguobacterium sp. U13-1"
"t43080","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Sulfolobus","Sulfolobus islandicus"
"t754517","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma sp. Phocoena C-264-GEN"
"t886343","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium spongiae"
"t89184","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria","Ruegeria pomeroyi"
"t2733337","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Kotilavirus","Kotilavirus Pectobacterium virus PPWS2"
"t2211106","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Thiomicrorhabdus","Thiomicrorhabdus aquaedulcis"
"t84980","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfotalea","Desulfotalea psychrophila"
"t1511891","Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Dependoparvovirus","Dependoparvovirus Adeno-associated dependoparvovirus A"
"t2666100","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria brasiliensis"
"t2681549","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. LMO-1"
"t274537","Bacteria","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobaculum","Chlorobaculum limnaeum"
"t35806","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodovulum","Rhodovulum sulfidophilum"
"t470933","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea eucalypti"
"t2493668","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2"
"t332411","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Aquitalea","Aquitalea magnusonii"
"t388640","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bartonellaceae","Bartonella","Bartonella australis"
"t401619","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Riesia","Candidatus Riesia pediculicola"
"t136241","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma haemocanis"
"t2748080","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. ABC1"
"t1567484","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Herelleviridae",""," Lactobacillus phage LfeInf"
"t2094119","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium basiliense"
"t2601668","Bacteria","Proteobacteria","Alphaproteobacteria","Holosporales","Holosporaceae","Candidatus Nesciobacter","Candidatus Nesciobacter abundans"
"t309805","Bacteria","Aquificae","Aquificae","Aquificales","Hydrogenothermaceae","Persephonella","Persephonella marina"
"t251535","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Blochmannia","Candidatus Blochmannia vafer"
"t2769491","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia sp. LPB0304"
"t59241","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Jerseyvirus","Jerseyvirus Streptococcus phage Dp-1"
"t1653479","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. PBTS 2"
"t1873524","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halodesulfurarchaeum","Halodesulfurarchaeum formicicum"
"t2734267","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Raleighvirus","Raleighvirus Streptomyces virus Raleigh"
"t312539","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Acidianus","Acidianus sulfidivorans"
"t656179","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea","Pandoraea faecigallinarum"
"t2681310","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylococcus","Methylococcus sp. IM1"
"t693153","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio atlanticus"
"t868131","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium paludis"
"t130310","Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Mastadenovirus Human mastadenovirus D"
"t359110","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas extremaustralis"
"t76760","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas rhodesiae"
"t2596828","Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Microlunatus","Microlunatus sp. KUDC0627"
"t2169883","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Erskinevirus","Erskinevirus Erwinia virus EaH2"
"t1974213","Bacteria","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Prosthecochloris","Prosthecochloris sp. HL-130-GSB"
"t227","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas carrageenovora"
"t176102","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas agarivorans"
"t2139","Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma","Spiroplasma clarkii"
"t66821","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Sulfurospirillum","Sulfurospirillum multivorans"
"t1547487","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium sp. ELW1"
"t1080349","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces eubayanus"
"t451876","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium rhizoryzae"
"t994695","Bacteria","Proteobacteria","Betaproteobacteria","","","Candidatus Kinetoplastibacterium","Candidatus Kinetoplastibacterium galatii"
"t2507538","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Muriicola","Muriicola sp. MMS17-SY002"
"t225999","Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Entomoplasmataceae","Mesoplasma","Mesoplasma syrphidae"
"t167964","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea","Anaerolinea thermophila"
"t1277350","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Geobacter sp. DSM 9736"
"t1915309","Bacteria","Proteobacteria","Oligoflexia","Silvanigrellales","Silvanigrellaceae","Silvanigrella","Silvanigrella aquatica"
"t2489213","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus sp. S14-83"
"t155077","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio","Cellvibrio japonicus"
"t374606","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Aminobacter","Aminobacter sp. MSH1"
"t1548548","Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","Bradymonadaceae","Bradymonas","Bradymonas sediminis"
"t2806263","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Paludibacterium","Paludibacterium sp. B53371"
"t265606","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae","Rhodopirellula","Rhodopirellula baltica"
"t563177","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Acidianus","Acidianus hospitalis"
"t2779528","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","Sulfurovum indicum"
"t1543721","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Sedimenticola","Sedimenticola thiotaurini"
"t335406","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingosinicellaceae","Sphingosinicella","Sphingosinicella microcystinivorans"
"t2835648","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","Hymenobacter sp. BT18"
"t2054915","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. 09C 129"
"t588898","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","Haloterrigena daqingensis"
"t2807101","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Microvirga","Microvirga sp. VF16"
"t2733903","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Ermolevavirus","Ermolevavirus Escherichia virus PGT2"
"t78331","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium canettii"
"t48665","Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces viridifaciens"
"t2605989","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Gimesia","Gimesia chilikensis"
"t2795386","Bacteria","Verrucomicrobia","Methylacidiphilae","Methylacidiphilales","Methylacidiphilaceae","Methylacidiphilum","Methylacidiphilum sp. IT6"
"t251542","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Blochmannia","Candidatus Blochmannia chromaiodes"
"t511062","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Oceanimonas","Oceanimonas sp. GK1"
"t45363","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma alkalescens"
"t1940690","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina","Idiomarina andamanensis"
"t1288494","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosospira","Nitrosospira lacus"
"t2734116","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Llyrvirus","Llyrvirus Synechococcus virus SSKS1"
"t212035","Viruses","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae","Mimivirus","Mimivirus Acanthamoeba polyphaga mimivirus"
"t2149","Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Entomoplasmataceae","Mesoplasma","Mesoplasma entomophilum"
"t1644131","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","Janthinobacterium sp. 1_2014MBL_MicDiv"
"t1985341","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Moonvirus","Moonvirus Citrobacter virus Merlin"
"t2744522","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium sp. L-8-3"
"t693075","Bacteria","Caldiserica","Caldisericia","Caldisericales","Caldisericaceae","Caldisericum","Caldisericum exile"
"t387092","Bacteria","Proteobacteria","Epsilonproteobacteria","Nautiliales","Nitratiruptoraceae","Nitratiruptor","Nitratiruptor sp. SB155-2"
"t2565555","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. PAMC26645"
"t1756150","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia","Elizabethkingia ursingii"
"t35746","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloferax","Haloferax gibbonsii"
"t29559","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma hyosynoviae"
"t2803858","Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides sp. zg-536"
"t916","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonas","Nitrosomonas eutropha"
"t1883377","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Derbicusvirus","Derbicusvirus Erwinia phage vB_EamM_Phobos"
"t337090","Bacteria","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium chlorochromatii"
"t1537215","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudooceanicola","Pseudooceanicola algae"
"t502394","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus gobiensis"
"t2740405","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Thiovulaceae","Sulfurimonas","Sulfurimonas Candidatus Sulfurimonas marisnigri"
"t2099387","Bacteria","Cyanobacteria","","Nostocales","Tolypothrichaceae","Tolypothrix","Tolypothrix sp. PCC 7910"
"t1074311","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio alfacsensis"
"t45067","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella lansingensis"
"t882104","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanoregula","Methanoregula formicica"
"t2768071","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Clavibacter","Clavibacter zhangzhiyongii"
"t2527976","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Gimesia","Gimesia fumaroli"
"t2777475","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium sp. J8"
"t2338327","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Tsuneonella","Tsuneonella amylolytica"
"t2587843","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas sp. THAF3"
"t714067","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Kroppenstedtia","Kroppenstedtia eburnea"
"t359408","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Methylophilaceae","Methylotenera","Methylotenera mobilis"
"t2782169","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. NY27"
"t2508307","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Leisingera","Leisingera sp. NJS204"
"t2588499","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Samwavirus","Samwavirus Corynebacterium phage Adelaide"
"t774","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bartonellaceae","Bartonella","Bartonella bacilliformis"
"t2734208","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Lidleunavirus","Lidleunavirus Lactobacillus virus Ldl1"
"t36343","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Ceduovirus","Ceduovirus Lactococcus virus bIL67"
"t1429794","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae",""," Pectobacterium bacteriophage PM2"
"t69539","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Moritellaceae","Moritella","Moritella yayanosii"
"t1808979","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Candidatus Methylospira","Candidatus Methylospira mobilis"
"t311400","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","Thermococcus kodakarensis"
"t1873716","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomonadales","Hyphomonadaceae","Hyphomonas","Hyphomonas sp. CACIAM 19H1"
"t1056831","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Timquatrovirus","Timquatrovirus Mycobacterium virus Larva"
"t174","Bacteria","Spirochaetes","Spirochaetia","Leptospirales","Leptospiraceae","Leptospira","Leptospira borgpetersenii"
"t2734262","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Oengusvirus","Oengusvirus Faecalibacterium virus Oengus"
"t487184","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas xinjiangensis"
"t447471","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Simiduia","Simiduia agarivorans"
"t174633","Bacteria","Planctomycetes","Candidatus Brocadiae","Candidatus Brocadiales","Candidatus Brocadiaceae","Candidatus Kuenenia","Candidatus Kuenenia stuttgartiensis"
"t2447890","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia sp. 1D1416"
"t2487742","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella sp. M2"
"t2277","Archaea","Crenarchaeota","Thermoprotei","Thermoproteales","Thermoproteaceae","Pyrobaculum","Pyrobaculum islandicum"
"t70448","Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus tauri"
"t1908198","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Salinivibrio","Salinivibrio kushneri"
"t1561924","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Kangiellaceae","Kangiella","Kangiella profundi"
"t2006179","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Pbunavirus","Pbunavirus Pseudomonas virus PB1"
"t1175444","Archaea","Euryarchaeota","Methanomicrobia","Methanocellales","Methanocellaceae","Methanocella","Methanocella conradii"
"t2834276","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanospirillaceae","Methanospirillum","Methanospirillum sp. J.3.6.1-F.2.7.3"
"t682998","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","Azospirillum ramasamyi"
"t298334","Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Mastadenovirus Simian mastadenovirus A"
"t35789","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia helvetica"
"t140","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borrelia","Borrelia hermsii"
"t1550241","Archaea","Crenarchaeota","Thermoprotei","Thermoproteales","Thermofilaceae","Thermofilum","Thermofilum uzonense"
"t76887","Archaea","Crenarchaeota","Thermoprotei","Thermoproteales","Thermoproteaceae","Caldivirga","Caldivirga maquilingensis"
"t91604","Bacteria","Proteobacteria","Alphaproteobacteria","Holosporales","Candidatus Paracaedibacteraceae","Candidatus Paracaedibacter","Candidatus Paracaedibacter acanthamoebae"
"t2761623","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia sp. Tillamook 23"
"t2528642","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Lichenihabitantaceae","Lichenihabitans","Lichenihabitans psoromatis"
"t2604537","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter","Altererythrobacter sp. BO-6"
"t2746231","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Moritellaceae","Moritella","Moritella sp. 5"
"t192073","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella denitrificans"
"t2170729","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Methyloceanibacter","Methyloceanibacter sp. wino2"
"t92401","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma cloacale"
"t2121","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma orale"
"t1008","Bacteria","Bacteroidetes","Saprospiria","Saprospirales","Saprospiraceae","Saprospira","Saprospira grandis"
"t1921087","Bacteria","Proteobacteria","Zetaproteobacteria","Mariprofundales","Mariprofundaceae","Mariprofundus","Mariprofundus ferrinatatus"
"t2358","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","Desulfomonile","Desulfomonile tiedjei"
"t80868","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax cattleyae"
"t29291","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanococcoides","Methanococcoides burtonii"
"t2732783","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Berlinvirus","Berlinvirus Salmonella virus BP12A"
"t2559597","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Candidatus Nitrotoga","Candidatus Nitrotoga sp. AM1P"
"t2759954","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia","Devosia sp. MC521"
"t2029293","Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae",""," Squirrelpox virus Berlin_2015"
"t2064643","Bacteria","Cyanobacteria","","Oscillatoriales","Microcoleaceae","Oxynema","Oxynema sp. AP17"
"t1042877","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","Thermococcus sp. 4557"
