"","feature_id","feature","feature.description","feature_full","Feature","mean","sd","prev","mean_IND","sd_IND","prev_IND","mean_MLW","sd_MLW","prev_MLW"
"702","g163","1.1.1.94","Glycerol-3-phosphate dehydrogenase (NAD(P)(+))","Glycerol-3-phosphate_dehydrogenase_(NAD(P)(+))_(1.1.1.94)","Glycerol-3-phosphate_dehydrogenase_(NAD(P)(+))_(1.1.1.94)",0.024331,0.0054,100,0.024894,0.005085,100,0.021584,0.006063,100
"1396","g2254","6.1.1.19","Arginine--tRNA ligase","Arginine--tRNA_ligase_(6.1.1.19)","Arginine--tRNA_ligase_(6.1.1.19)",0.0243,0.005489,100,0.024712,0.005159,100,0.022289,0.006564,100
"168","g1149","2.7.4.1","Polyphosphate kinase","Polyphosphate_kinase_(2.7.4.1)","Polyphosphate_kinase_(2.7.4.1)",0.024287,0.004896,100,0.024754,0.004778,100,0.022011,0.004866,100
"155","g1137","2.7.2.1","Acetate kinase","Acetate_kinase_(2.7.2.1)","Acetate_kinase_(2.7.2.1)",0.02425,0.004629,100,0.024583,0.003822,100,0.022625,0.007232,100
"817","g1733","3.5.4.33","tRNA(adenine(34)) deaminase","tRNA(adenine(34))_deaminase_(3.5.4.33)","tRNA(adenine(34))_deaminase_(3.5.4.33)",0.024212,0.007599,100,0.024858,0.007301,100,0.02106,0.008276,100
"996","g1895","4.1.2.13","Fructose-bisphosphate aldolase","Fructose-bisphosphate_aldolase_(4.1.2.13)","Fructose-bisphosphate_aldolase_(4.1.2.13)",0.02419,0.008221,100,0.024378,0.008556,100,0.023273,0.006321,100
"2106","g745","2.3.1.234","N(6)-L-threonylcarbamoyladenine synthase","N(6)-L-threonylcarbamoyladenine_synthase_(2.3.1.234)","N(6)-L-threonylcarbamoyladenine_synthase_(2.3.1.234)",0.024184,0.005887,100,0.024609,0.005697,100,0.022112,0.006393,100
"1409","g2266","6.1.1.7","Alanine--tRNA ligase","Alanine--tRNA_ligase_(6.1.1.7)","Alanine--tRNA_ligase_(6.1.1.7)",0.024056,0.004707,100,0.024136,0.004508,100,0.023663,0.005604,100
"2054","g699","2.2.1.7","1-deoxy-D-xylulose-5-phosphate synthase","1-deoxy-D-xylulose-5-phosphate_synthase_(2.2.1.7)","1-deoxy-D-xylulose-5-phosphate_synthase_(2.2.1.7)",0.023952,0.004948,100,0.024069,0.004652,100,0.023379,0.006212,100
"381","g1340","3.1.22.4","Crossover junction endodeoxyribonuclease","Crossover_junction_endodeoxyribonuclease_(3.1.22.4)","Crossover_junction_endodeoxyribonuclease_(3.1.22.4)",0.023896,0.009986,100,0.023772,0.010463,100,0.024497,0.007263,100
"1249","g2121","5.1.3.1","Ribulose-phosphate 3-epimerase","Ribulose-phosphate_3-epimerase_(5.1.3.1)","Ribulose-phosphate_3-epimerase_(5.1.3.1)",0.023874,0.004434,100,0.024068,0.004326,100,0.022926,0.004854,100
"2009","g658","2.1.1.45","Thymidylate synthase","Thymidylate_synthase_(2.1.1.45)","Thymidylate_synthase_(2.1.1.45)",0.023861,0.005489,100,0.024478,0.005017,100,0.020853,0.006641,100
"1406","g2263","6.1.1.4","Leucine--tRNA ligase","Leucine--tRNA_ligase_(6.1.1.4)","Leucine--tRNA_ligase_(6.1.1.4)",0.023802,0.004146,100,0.023803,0.003722,100,0.023799,0.005827,100
"603","g1540","3.4.11.18","Methionyl aminopeptidase","Methionyl_aminopeptidase_(3.4.11.18)","Methionyl_aminopeptidase_(3.4.11.18)",0.023715,0.005282,100,0.023977,0.004964,100,0.022432,0.006516,100
"2187","g818","2.4.1.129","Peptidoglycan glycosyltransferase","Peptidoglycan_glycosyltransferase_(2.4.1.129)","Peptidoglycan_glycosyltransferase_(2.4.1.129)",0.023688,0.016497,100,0.022741,0.016371,100,0.028309,0.016469,100
"1270","g2140","5.1.3.9","N-acylglucosamine-6-phosphate 2-epimerase","N-acylglucosamine-6-phosphate_2-epimerase_(5.1.3.9)","N-acylglucosamine-6-phosphate_2-epimerase_(5.1.3.9)",0.023612,0.01581,100,0.024818,0.01619,100,0.017724,0.012312,100
"613","g155","1.1.1.85","3-isopropylmalate dehydrogenase","3-isopropylmalate_dehydrogenase_(1.1.1.85)","3-isopropylmalate_dehydrogenase_(1.1.1.85)",0.023582,0.00893,100,0.023892,0.008835,100,0.022069,0.009307,100
"2034","g680","2.1.2.3","Phosphoribosylaminoimidazolecarboxamide formyltransferase","Phosphoribosylaminoimidazolecarboxamide_formyltransferase_(2.1.2.3)","Phosphoribosylaminoimidazolecarboxamide_formyltransferase_(2.1.2.3)",0.023532,0.004935,100,0.023607,0.004841,100,0.023165,0.005402,100
"1488","g2337","6.3.4.5","Argininosuccinate synthase","Argininosuccinate_synthase_(6.3.4.5)","Argininosuccinate_synthase_(6.3.4.5)",0.023477,0.006277,100,0.024395,0.005581,100,0.018996,0.007506,100
"1110","g1998","4.2.1.51","Prephenate dehydratase","Prephenate_dehydratase_(4.2.1.51)","Prephenate_dehydratase_(4.2.1.51)",0.023391,0.013638,100,0.023996,0.014068,100,0.020437,0.010932,100
"1330","g2195","5.4.2.11","Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)","Phosphoglycerate_mutase_(2,3-diphosphoglycerate-dependent)_(5.4.2.11)","Phosphoglycerate_mutase_(2,3-diphosphoglycerate-dependent)_(5.4.2.11)",0.023377,0.006642,100,0.02358,0.005807,100,0.022389,0.009752,100
"2371","g984","2.6.1.1","Aspartate transaminase","Aspartate_transaminase_(2.6.1.1)","Aspartate_transaminase_(2.6.1.1)",0.023372,0.00581,100,0.023738,0.00589,100,0.021587,0.005081,100
"321","g1287","3.1.1.29","Aminoacyl-tRNA hydrolase","Aminoacyl-tRNA_hydrolase_(3.1.1.29)","Aminoacyl-tRNA_hydrolase_(3.1.1.29)",0.023339,0.004575,100,0.023726,0.004029,100,0.021452,0.006338,100
"2283","g904","2.4.2.29","tRNA-guanine(34) transglycosylase","tRNA-guanine(34)_transglycosylase_(2.4.2.29)","tRNA-guanine(34)_transglycosylase_(2.4.2.29)",0.02333,0.005477,100,0.0239,0.005128,100,0.020547,0.006271,100
"882","g1792","3.6.3.25","Sulfate-transporting ATPase","Sulfate-transporting_ATPase_(3.6.3.25)","Sulfate-transporting_ATPase_(3.6.3.25)",0.023225,0.01255,100,0.024663,0.012323,100,0.016211,0.011306,100
"1957","g610","2.1.1.182","16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase","16S_rRNA_(adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase_(2.1.1.182)","16S_rRNA_(adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase_(2.1.1.182)",0.023218,0.00723,100,0.023203,0.007263,100,0.023291,0.00713,100
"1468","g2319","6.3.2.6","Phosphoribosylaminoimidazolesuccinocarboxamide synthase","Phosphoribosylaminoimidazolesuccinocarboxamide_synthase_(6.3.2.6)","Phosphoribosylaminoimidazolesuccinocarboxamide_synthase_(6.3.2.6)",0.023194,0.005534,100,0.023715,0.005315,100,0.020656,0.005916,100
"848","g1761","3.6.1.27","Undecaprenyl-diphosphate phosphatase","Undecaprenyl-diphosphate_phosphatase_(3.6.1.27)","Undecaprenyl-diphosphate_phosphatase_(3.6.1.27)",0.023111,0.004246,100,0.023301,0.004232,100,0.022185,0.004227,100
"97","g1085","2.7.1.33","Pantothenate kinase","Pantothenate_kinase_(2.7.1.33)","Pantothenate_kinase_(2.7.1.33)",0.022997,0.004955,100,0.023618,0.004539,100,0.019967,0.005768,100
"1086","g1976","4.2.1.1","Carbonate dehydratase","Carbonate_dehydratase_(4.2.1.1)","Carbonate_dehydratase_(4.2.1.1)",0.022939,0.007838,100,0.024152,0.007411,100,0.017018,0.007193,100
"1484","g2333","6.3.4.21","Nicotinate phosphoribosyltransferase","Nicotinate_phosphoribosyltransferase_(6.3.4.21)","Nicotinate_phosphoribosyltransferase_(6.3.4.21)",0.022933,0.008693,100,0.023709,0.007657,100,0.01915,0.011966,100
"2329","g946","2.5.1.47","Cysteine synthase","Cysteine_synthase_(2.5.1.47)","Cysteine_synthase_(2.5.1.47)",0.022818,0.007285,100,0.022713,0.007608,100,0.023327,0.00546,100
"1448","g2300","6.3.2.10","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine_ligase_(6.3.2.10)","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine_ligase_(6.3.2.10)",0.022805,0.004228,100,0.023085,0.003871,100,0.021443,0.005494,100
"1405","g2262","6.1.1.3","Threonine--tRNA ligase","Threonine--tRNA_ligase_(6.1.1.3)","Threonine--tRNA_ligase_(6.1.1.3)",0.022769,0.003684,100,0.02307,0.003303,100,0.0213,0.004933,100
"346","g1309","3.1.1.96","D-aminoacyl-tRNA deacylase","D-aminoacyl-tRNA_deacylase_(3.1.1.96)","D-aminoacyl-tRNA_deacylase_(3.1.1.96)",0.022765,0.00822,100,0.023639,0.008435,100,0.018499,0.00536,100
"1457","g2309","6.3.2.2","Glutamate--cysteine ligase","Glutamate--cysteine_ligase_(6.3.2.2)","Glutamate--cysteine_ligase_(6.3.2.2)",0.022637,0.00655,100,0.023458,0.005842,100,0.018626,0.008205,100
"1485","g2334","6.3.4.2","CTP synthase (glutamine hydrolyzing)","CTP_synthase_(glutamine_hydrolyzing)_(6.3.4.2)","CTP_synthase_(glutamine_hydrolyzing)_(6.3.4.2)",0.022611,0.004299,100,0.023023,0.003823,100,0.020603,0.005745,100
"1399","g2257","6.1.1.21","Histidine--tRNA ligase","Histidine--tRNA_ligase_(6.1.1.21)","Histidine--tRNA_ligase_(6.1.1.21)",0.022603,0.005091,100,0.022984,0.004819,100,0.020741,0.005955,100
"334","g1299","3.1.1.61","Protein-glutamate methylesterase","Protein-glutamate_methylesterase_(3.1.1.61)","Protein-glutamate_methylesterase_(3.1.1.61)",0.022601,0.017623,99.7,0.022939,0.017678,99.6,0.020951,0.017406,100
"1329","g2194","5.4.2.10","Phosphoglucosamine mutase","Phosphoglucosamine_mutase_(5.4.2.10)","Phosphoglucosamine_mutase_(5.4.2.10)",0.022585,0.005786,100,0.023354,0.005017,100,0.018829,0.007609,100
"1363","g2224","5.4.99.25","tRNA pseudouridine(55) synthase","tRNA_pseudouridine(55)_synthase_(5.4.99.25)","tRNA_pseudouridine(55)_synthase_(5.4.99.25)",0.022566,0.005038,100,0.022928,0.005007,100,0.020798,0.004852,100
"1289","g2158","5.3.1.1","Triose-phosphate isomerase","Triose-phosphate_isomerase_(5.3.1.1)","Triose-phosphate_isomerase_(5.3.1.1)",0.022564,0.004147,100,0.022943,0.003803,100,0.020718,0.005183,100
"1387","g2246","6.1.1.11","Serine--tRNA ligase","Serine--tRNA_ligase_(6.1.1.11)","Serine--tRNA_ligase_(6.1.1.11)",0.02256,0.006298,100,0.023144,0.005915,100,0.01971,0.007319,100
"1511","g2358","6.5.1.2","DNA ligase (NAD(+))","DNA_ligase_(NAD(+))_(6.5.1.2)","DNA_ligase_(NAD(+))_(6.5.1.2)",0.022502,0.008452,100,0.022304,0.008601,100,0.023466,0.00768,100
"1837","g502","1.5.1.3","Dihydrofolate reductase","Dihydrofolate_reductase_(1.5.1.3)","Dihydrofolate_reductase_(1.5.1.3)",0.022495,0.007017,100,0.022008,0.007231,100,0.024875,0.005298,100
"1472","g2322","6.3.2.9","UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase","UDP-N-acetylmuramoyl-L-alanine--D-glutamate_ligase_(6.3.2.9)","UDP-N-acetylmuramoyl-L-alanine--D-glutamate_ligase_(6.3.2.9)",0.022486,0.003822,100,0.022888,0.003563,100,0.020527,0.004427,100
"256","g1228","2.7.8.13","Phospho-N-acetylmuramoyl-pentapeptide-transferase","Phospho-N-acetylmuramoyl-pentapeptide-transferase_(2.7.8.13)","Phospho-N-acetylmuramoyl-pentapeptide-transferase_(2.7.8.13)",0.02243,0.004811,100,0.022805,0.004486,100,0.0206,0.005864,100
"1233","g2107","5.1.1.3","Glutamate racemase","Glutamate_racemase_(5.1.1.3)","Glutamate_racemase_(5.1.1.3)",0.022405,0.004797,100,0.022917,0.004498,100,0.019908,0.005432,100
"1044","g1938","4.1.99.17","Phosphomethylpyrimidine synthase","Phosphomethylpyrimidine_synthase_(4.1.99.17)","Phosphomethylpyrimidine_synthase_(4.1.99.17)",0.022357,0.006387,100,0.023191,0.006002,100,0.018284,0.00669,100
"2314","g932","2.5.1.15","Dihydropteroate synthase","Dihydropteroate_synthase_(2.5.1.15)","Dihydropteroate_synthase_(2.5.1.15)",0.022347,0.009001,100,0.021076,0.004995,100,0.028551,0.017682,100
"1211","g2088","4.4.1.8","Cystathionine beta-lyase","Cystathionine_beta-lyase_(4.4.1.8)","Cystathionine_beta-lyase_(4.4.1.8)",0.022297,0.009209,100,0.022908,0.009129,100,0.019314,0.009094,100
"182","g1161","2.7.4.9","dTMP kinase","dTMP_kinase_(2.7.4.9)","dTMP_kinase_(2.7.4.9)",0.022265,0.008705,100,0.02341,0.007963,100,0.016676,0.009998,100
"237","g1210","2.7.7.72","CCA tRNA nucleotidyltransferase","CCA_tRNA_nucleotidyltransferase_(2.7.7.72)","CCA_tRNA_nucleotidyltransferase_(2.7.7.72)",0.022228,0.007466,100,0.022928,0.007104,100,0.018809,0.008273,100
"1531","g2376","7.3.2.1","NO NAME","NO_NAME_(7.3.2.1)","NO_NAME_(7.3.2.1)",0.022186,0.008074,100,0.022874,0.007266,100,0.018825,0.010666,100
"841","g1755","3.6.1.1","Inorganic diphosphatase","Inorganic_diphosphatase_(3.6.1.1)","Inorganic_diphosphatase_(3.6.1.1)",0.022174,0.006814,100,0.022833,0.006286,100,0.018962,0.008296,100
"1473","g2323","6.3.3.1","Phosphoribosylformylglycinamidine cyclo-ligase","Phosphoribosylformylglycinamidine_cyclo-ligase_(6.3.3.1)","Phosphoribosylformylglycinamidine_cyclo-ligase_(6.3.3.1)",0.022024,0.006256,100,0.022868,0.005577,100,0.017904,0.007665,100
"2042","g688","2.1.3.3","Ornithine carbamoyltransferase","Ornithine_carbamoyltransferase_(2.1.3.3)","Ornithine_carbamoyltransferase_(2.1.3.3)",0.022015,0.005947,100,0.022911,0.005197,100,0.017647,0.007341,100
"823","g1739","3.5.4.9","Methenyltetrahydrofolate cyclohydrolase","Methenyltetrahydrofolate_cyclohydrolase_(3.5.4.9)","Methenyltetrahydrofolate_cyclohydrolase_(3.5.4.9)",0.02194,0.005466,100,0.022323,0.005043,100,0.020073,0.006936,100
"1333","g2198","5.4.2.2","Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)","Phosphoglucomutase_(alpha-D-glucose-1,6-bisphosphate-dependent)_(5.4.2.2)","Phosphoglucomutase_(alpha-D-glucose-1,6-bisphosphate-dependent)_(5.4.2.2)",0.021889,0.006235,100,0.022529,0.005837,100,0.018768,0.007165,100
"583","g1522","3.2.2.27","Uracil-DNA glycosylase","Uracil-DNA_glycosylase_(3.2.2.27)","Uracil-DNA_glycosylase_(3.2.2.27)",0.021876,0.006774,100,0.02232,0.006629,100,0.019706,0.007106,100
"1660","g343","1.2.1.41","Glutamate-5-semialdehyde dehydrogenase","Glutamate-5-semialdehyde_dehydrogenase_(1.2.1.41)","Glutamate-5-semialdehyde_dehydrogenase_(1.2.1.41)",0.021807,0.004202,100,0.022231,0.004016,100,0.019737,0.004501,100
"153","g1135","2.7.2.11","Glutamate 5-kinase","Glutamate_5-kinase_(2.7.2.11)","Glutamate_5-kinase_(2.7.2.11)",0.02172,0.004417,100,0.022135,0.004335,100,0.019694,0.004283,100
"252","g1224","2.7.7.9","UTP--glucose-1-phosphate uridylyltransferase","UTP--glucose-1-phosphate_uridylyltransferase_(2.7.7.9)","UTP--glucose-1-phosphate_uridylyltransferase_(2.7.7.9)",0.021708,0.006782,100,0.022144,0.006514,100,0.019578,0.007672,100
"181","g1160","2.7.4.8","Guanylate kinase","Guanylate_kinase_(2.7.4.8)","Guanylate_kinase_(2.7.4.8)",0.021707,0.004546,100,0.022104,0.004443,100,0.019772,0.004586,100
"86","g1075","2.7.1.23","NAD(+) kinase","NAD(+)_kinase_(2.7.1.23)","NAD(+)_kinase_(2.7.1.23)",0.021681,0.004489,100,0.022151,0.004165,100,0.01939,0.005284,100
"803","g1720","3.5.4.16","GTP cyclohydrolase I","GTP_cyclohydrolase_I_(3.5.4.16)","GTP_cyclohydrolase_I_(3.5.4.16)",0.021658,0.005741,100,0.022148,0.005516,100,0.019267,0.006247,100
"1972","g624","2.1.1.199","16S rRNA (cytosine(1402)-N(4))-methyltransferase","16S_rRNA_(cytosine(1402)-N(4))-methyltransferase_(2.1.1.199)","16S_rRNA_(cytosine(1402)-N(4))-methyltransferase_(2.1.1.199)",0.021569,0.004875,100,0.022044,0.004595,100,0.019253,0.005545,100
"1474","g2324","6.3.3.2","5-formyltetrahydrofolate cyclo-ligase","5-formyltetrahydrofolate_cyclo-ligase_(6.3.3.2)","5-formyltetrahydrofolate_cyclo-ligase_(6.3.3.2)",0.021558,0.006427,100,0.02231,0.006096,100,0.017888,0.006786,100
"1476","g2326","6.3.4.13","Phosphoribosylamine--glycine ligase","Phosphoribosylamine--glycine_ligase_(6.3.4.13)","Phosphoribosylamine--glycine_ligase_(6.3.4.13)",0.021533,0.004359,100,0.02182,0.004203,100,0.020134,0.004853,100
"161","g1142","2.7.2.8","Acetylglutamate kinase","Acetylglutamate_kinase_(2.7.2.8)","Acetylglutamate_kinase_(2.7.2.8)",0.021521,0.004469,100,0.021879,0.004353,100,0.019777,0.004651,100
"1933","g59","1.1.1.267","1-deoxy-D-xylulose-5-phosphate reductoisomerase","1-deoxy-D-xylulose-5-phosphate_reductoisomerase_(1.1.1.267)","1-deoxy-D-xylulose-5-phosphate_reductoisomerase_(1.1.1.267)",0.021517,0.005239,100,0.022094,0.005222,100,0.018699,0.004368,100
"98","g1086","2.7.1.35","Pyridoxal kinase","Pyridoxal_kinase_(2.7.1.35)","Pyridoxal_kinase_(2.7.1.35)",0.02149,0.004342,100,0.022009,0.003958,100,0.018956,0.005205,100
"223","g1199","2.7.7.60","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase","2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase_(2.7.7.60)","2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase_(2.7.7.60)",0.021474,0.006678,100,0.022248,0.006684,100,0.017701,0.005244,100
"1392","g2250","6.1.1.15","Proline--tRNA ligase","Proline--tRNA_ligase_(6.1.1.15)","Proline--tRNA_ligase_(6.1.1.15)",0.021472,0.00468,100,0.021747,0.004562,100,0.020134,0.00505,100
"1471","g2321","6.3.2.8","UDP-N-acetylmuramate--L-alanine ligase","UDP-N-acetylmuramate--L-alanine_ligase_(6.3.2.8)","UDP-N-acetylmuramate--L-alanine_ligase_(6.3.2.8)",0.02147,0.004038,100,0.021775,0.003802,100,0.019986,0.004799,100
"2272","g895","2.4.2.14","Amidophosphoribosyltransferase","Amidophosphoribosyltransferase_(2.4.2.14)","Amidophosphoribosyltransferase_(2.4.2.14)",0.021414,0.004076,100,0.021699,0.003928,100,0.020026,0.004516,100
"1621","g308","1.17.4.2","Ribonucleoside-triphosphate reductase","Ribonucleoside-triphosphate_reductase_(1.17.4.2)","Ribonucleoside-triphosphate_reductase_(1.17.4.2)",0.021389,0.006091,100,0.022203,0.005553,100,0.01742,0.007029,100
"678","g1608","3.4.23.36","Signal peptidase II","Signal_peptidase_II_(3.4.23.36)","Signal_peptidase_II_(3.4.23.36)",0.021347,0.006023,100,0.022078,0.005682,100,0.017777,0.006402,100
"1029","g1924","4.1.3.27","Anthranilate synthase","Anthranilate_synthase_(4.1.3.27)","Anthranilate_synthase_(4.1.3.27)",0.021288,0.006364,100,0.021882,0.006081,100,0.018391,0.006954,100
"1618","g305","1.17.1.8","4-hydroxy-tetrahydrodipicolinate reductase","4-hydroxy-tetrahydrodipicolinate_reductase_(1.17.1.8)","4-hydroxy-tetrahydrodipicolinate_reductase_(1.17.1.8)",0.021272,0.005398,100,0.022024,0.004887,100,0.017604,0.006257,100
"351","g1313","3.1.11.5","Exodeoxyribonuclease V","Exodeoxyribonuclease_V_(3.1.11.5)","Exodeoxyribonuclease_V_(3.1.11.5)",0.021213,0.020473,98.2,0.019972,0.019882,98.2,0.027269,0.022352,98.3
"200","g1178","2.7.7.27","Glucose-1-phosphate adenylyltransferase","Glucose-1-phosphate_adenylyltransferase_(2.7.7.27)","Glucose-1-phosphate_adenylyltransferase_(2.7.7.27)",0.021158,0.006967,100,0.021985,0.006411,100,0.017119,0.008139,100
"850","g1763","3.6.1.31","Phosphoribosyl-ATP diphosphatase","Phosphoribosyl-ATP_diphosphatase_(3.6.1.31)","Phosphoribosyl-ATP_diphosphatase_(3.6.1.31)",0.021079,0.007202,100,0.022195,0.006955,100,0.015633,0.005808,100
"1641","g326","1.2.1.12","Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)","Glyceraldehyde-3-phosphate_dehydrogenase_(phosphorylating)_(1.2.1.12)","Glyceraldehyde-3-phosphate_dehydrogenase_(phosphorylating)_(1.2.1.12)",0.021013,0.006406,100,0.021766,0.00584,100,0.017341,0.007713,100
"590","g1529","3.2.2.9","Adenosylhomocysteine nucleosidase","Adenosylhomocysteine_nucleosidase_(3.2.2.9)","Adenosylhomocysteine_nucleosidase_(3.2.2.9)",0.02098,0.006493,100,0.021675,0.006105,100,0.017593,0.007281,100
"1842","g507","1.5.1.5","Methylenetetrahydrofolate dehydrogenase (NADP(+))","Methylenetetrahydrofolate_dehydrogenase_(NADP(+))_(1.5.1.5)","Methylenetetrahydrofolate_dehydrogenase_(NADP(+))_(1.5.1.5)",0.020968,0.005322,100,0.021527,0.004956,100,0.018243,0.006192,100
"1350","g2212","5.4.99.12","tRNA pseudouridine(38-40) synthase","tRNA_pseudouridine(38-40)_synthase_(5.4.99.12)","tRNA_pseudouridine(38-40)_synthase_(5.4.99.12)",0.020907,0.006649,100,0.021045,0.006739,100,0.020236,0.006201,100
"944","g1848","4.1.1.20","Diaminopimelate decarboxylase","Diaminopimelate_decarboxylase_(4.1.1.20)","Diaminopimelate_decarboxylase_(4.1.1.20)",0.020885,0.005191,100,0.021463,0.005117,100,0.018067,0.004627,100
"1183","g2062","4.3.2.1","Argininosuccinate lyase","Argininosuccinate_lyase_(4.3.2.1)","Argininosuccinate_lyase_(4.3.2.1)",0.020879,0.004468,100,0.021346,0.004247,100,0.018601,0.004846,100
"157","g1139","2.7.2.3","Phosphoglycerate kinase","Phosphoglycerate_kinase_(2.7.2.3)","Phosphoglycerate_kinase_(2.7.2.3)",0.020866,0.004731,100,0.021152,0.004536,100,0.019472,0.005417,100
"1262","g2133","5.1.3.3","Aldose 1-epimerase","Aldose_1-epimerase_(5.1.3.3)","Aldose_1-epimerase_(5.1.3.3)",0.020817,0.006257,100,0.020512,0.005783,100,0.022301,0.008088,100
"2208","g837","2.4.1.227","acetylglucosaminyltransferase","acetylglucosaminyltransferase_(2.4.1.227)","acetylglucosaminyltransferase_(2.4.1.227)",0.020748,0.004047,100,0.021155,0.003898,100,0.018762,0.004208,100
"87","g1076","2.7.1.24","Dephospho-CoA kinase","Dephospho-CoA_kinase_(2.7.1.24)","Dephospho-CoA_kinase_(2.7.1.24)",0.020737,0.005355,100,0.021302,0.005063,100,0.017983,0.005907,100
"2037","g683","2.1.2.9","Methionyl-tRNA formyltransferase","Methionyl-tRNA_formyltransferase_(2.1.2.9)","Methionyl-tRNA_formyltransferase_(2.1.2.9)",0.020734,0.004786,100,0.021056,0.004354,100,0.019159,0.006312,100
"2318","g936","2.5.1.19","3-phosphoshikimate 1-carboxyvinyltransferase","3-phosphoshikimate_1-carboxyvinyltransferase_(2.5.1.19)","3-phosphoshikimate_1-carboxyvinyltransferase_(2.5.1.19)",0.020725,0.004415,100,0.021274,0.004242,100,0.018049,0.004293,100
"1100","g1989","4.2.1.3","Aconitate hydratase","Aconitate_hydratase_(4.2.1.3)","Aconitate_hydratase_(4.2.1.3)",0.020713,0.008549,100,0.020945,0.008231,100,0.019582,0.009962,100
"1161","g2042","4.2.3.4","3-dehydroquinate synthase","3-dehydroquinate_synthase_(4.2.3.4)","3-dehydroquinate_synthase_(4.2.3.4)",0.020693,0.004056,100,0.021176,0.003769,100,0.018336,0.004587,100
"608","g1545","3.4.11.2","Membrane alanyl aminopeptidase","Membrane_alanyl_aminopeptidase_(3.4.11.2)","Membrane_alanyl_aminopeptidase_(3.4.11.2)",0.020691,0.008643,100,0.021823,0.008507,100,0.015167,0.007084,100
"1005","g1902","4.1.2.25","Dihydroneopterin aldolase","Dihydroneopterin_aldolase_(4.1.2.25)","Dihydroneopterin_aldolase_(4.1.2.25)",0.020681,0.006118,100,0.02152,0.005666,100,0.016586,0.006625,100
"2198","g828","2.4.1.18","1,4-alpha-glucan branching enzyme","1,4-alpha-glucan_branching_enzyme_(2.4.1.18)","1,4-alpha-glucan_branching_enzyme_(2.4.1.18)",0.020655,0.004648,100,0.021216,0.004392,100,0.017918,0.004924,100
"1657","g340","1.2.1.38","N-acetyl-gamma-glutamyl-phosphate reductase","N-acetyl-gamma-glutamyl-phosphate_reductase_(1.2.1.38)","N-acetyl-gamma-glutamyl-phosphate_reductase_(1.2.1.38)",0.020632,0.004637,100,0.021205,0.004455,100,0.017834,0.004527,100
"2031","g678","2.1.2.1","Glycine hydroxymethyltransferase","Glycine_hydroxymethyltransferase_(2.1.2.1)","Glycine_hydroxymethyltransferase_(2.1.2.1)",0.020611,0.006663,100,0.020567,0.006892,100,0.020824,0.005455,100
"1936","g592","2.1.1.14","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase","5-methyltetrahydropteroyltriglutamate--homocysteine_S-methyltransferase_(2.1.1.14)","5-methyltetrahydropteroyltriglutamate--homocysteine_S-methyltransferase_(2.1.1.14)",0.020568,0.006277,100,0.021044,0.005863,100,0.018241,0.00764,100
"2364","g978","2.6.1.11","Acetylornithine transaminase","Acetylornithine_transaminase_(2.6.1.11)","Acetylornithine_transaminase_(2.6.1.11)",0.020523,0.005468,100,0.021474,0.004807,100,0.015882,0.006133,100
